nombre,codigo_chilemat,codigo_interno,codigo_barra,precio_compra,precio_venta,precio_mayoreo,unidad_compra,unidad_venta,factor_conversion,stock,categoria,subcategoria,ubicacion_pasillo,ubicacion_estante,ubicacion_nivel
DIMENSIONADO VERDE CONSTRUCCION 1 X 3 X 3.20 MTS. (PLANTA),FLD1X3320PLAN,CHM-FLD1X3320PLAN,PEND-FLD1X3320PLAN,948.78,,,UNIDAD,UNIDAD,1.0,0,General,Otros,,,
DIMENSIONADO VERDE CONSTRUCCION 1 X 4 X 3.20 MTS. (CONCEPCION),FLD1X4320CONCE,CHM-FLD1X4320CONCE,PEND-FLD1X4320CONCE,1387.80912,,,unidad,unidad,1.0,0,General,Otros,,,
DIMENSIONADO VERDE CONSTRUCCION 1 X 4 X 3.20 MTS. (COQUIMBO),FLD1X4320CQBO,CHM-FLD1X4320CQBO,PEND-FLD1X4320CQBO,1582.68552,,,unidad,unidad,1.0,0,General,Otros,,,
DIMENSIONADO VERDE CONSTRUCCION 1 X 4 X 3.20 MTS. (PLANTA),FLD1X4320PLAN,CHM-FLD1X4320PLAN,PEND-FLD1X4320PLAN,1265.04,,,unidad,unidad,1.0,0,General,Otros,,,
DIMENSIONADO VERDE CONSTRUCCION 1 X 5 X 3.20 MTS. (CONCEPCION),FLD1X5320CONCE,CHM-FLD1X5320CONCE,PEND-FLD1X5320CONCE,1734.77144,,,unidad,unidad,1.0,0,General,Otros,,,
DIMENSIONADO VERDE CONSTRUCCION 1 X 6 X 3.20 MTS. (CONCEPCION),FLD1X6320CONCE,CHM-FLD1X6320CONCE,PEND-FLD1X6320CONCE,1840.94444,,,unidad,unidad,1.0,0,General,Otros,,,
DIMENSIONADO VERDE CONSTRUCCION 1 X 8 X 3.20 MTS. (CONCEPCION),FLD1X8320CONCE,CHM-FLD1X8320CONCE,PEND-FLD1X8320CONCE,3096.90828,,,unidad,unidad,1.0,0,General,Otros,,,
DIMENSIONADO VERDE CONSTRUCCION 2 X 4 X 3.20 MTS. (CONCEPCION),FLD243320CONCE,CHM-FLD243320CONCE,PEND-FLD243320CONCE,2775.6282800000004,,,unidad,unidad,1.0,0,General,Otros,,,
DIMENSIONADO VERDE CONSTRUCCION 2 X 10 X 3.20 MTS. (PLANTA),FLD2X10320PLAN,CHM-FLD2X10320PLAN,PEND-FLD2X10320PLAN,7028.0,,,UNIDAD,UNIDAD,1.0,0,General,Otros,,,
DIMENSIONADO VERDE CONSTRUCCION 2 X 2 X 3.20 MTS. (PLANTA),FLD2X2320PLAN,CHM-FLD2X2320PLAN,PEND-FLD2X2320PLAN,1265.04,,,UNIDAD,UNIDAD,1.0,0,General,Otros,,,
DIMENSIONADO VERDE CONSTRUCCION 2 X 3 X 3.20 MTS. (PLANTA),FLD2X3320PLAN,CHM-FLD2X3320PLAN,PEND-FLD2X3320PLAN,2008.64256,,,Unidad,Unidad,1.0,0,General,Otros,,,
DIMENSIONADO VERDE CONSTRUCCION 2 X 4 X 3.20 MTS. (CHILLAN),FLD2X4320CHIL,CHM-FLD2X4320CHIL,PEND-FLD2X4320CHIL,2770.49784,,,unidad,unidad,1.0,0,General,Otros,,,
DIMENSIONADO VERDE CONSTRUCCION 2 X 5 X 3.20 MTS. (CONCEPCION),FLD2X5320CONCE,CHM-FLD2X5320CONCE,PEND-FLD2X5320CONCE,3469.53284,,,unidad,unidad,1.0,0,General,Otros,,,
DIMENSIONADO VERDE CONSTRUCCION 2 X 6 X 3.20 MTS. (CONCEPCION),FLD2X6320CONCE,CHM-FLD2X6320CONCE,PEND-FLD2X6320CONCE,4163.437400000001,,,unidad,unidad,1.0,0,General,Otros,,,
DIMENSIONADO VERDE CONSTRUCCION 2 X 6 X 3.20 MTS. (PLANTA),FLD2X6320PLAN,CHM-FLD2X6320PLAN,PEND-FLD2X6320PLAN,3795.12,,,UNIDAD,UNIDAD,1.0,0,General,Otros,,,
DIMENSIONADO VERDE CONSTRUCCION 2 X 8 X 3.20 MTS. (CONCEPCION),FLD2X8320CONCE,CHM-FLD2X8320CONCE,PEND-FLD2X8320CONCE,5391.10852,,,unidad,unidad,1.0,0,General,Otros,,,
DIMENSIONADO VERDE CONSTRUCCION 2 X 8 X 3.20 MTS. (PLANTA),FLD2X8320PLAN,CHM-FLD2X8320PLAN,PEND-FLD2X8320PLAN,5622.4,,,UNIDAD,UNIDAD,1.0,0,General,Otros,,,
DIMENSIONADO SECO CEPILLADO 1 X 10 X 3.20 MTS. (CONCEPCION),FLDSCEP1X10320CONCE,CHM-FLDSCEP1X10320CONCE,PEND-FLDSCEP1X10320CONCE,5296.02972,,,unidad,unidad,1.0,0,General,Otros,,,
DIMENSIONADO SECO CEPILLADO 1 X 2 X 3.20 MTS. (CONCEPCION),FLDSCEP1X2320CONCE,CHM-FLDSCEP1X2320CONCE,PEND-FLDSCEP1X2320CONCE,897.4254,,,unidad,unidad,1.0,0,General,Otros,,,
DIMENSIONADO SECO CEPILLADO 1 X 3 X 3.20 MTS. (CONCEPCION),FLDSCEP1X3320CONCE,CHM-FLDSCEP1X3320CONCE,PEND-FLDSCEP1X3320CONCE,1438.20992,,,unidad,unidad,1.0,0,General,Otros,,,
DIMENSIONADO SECO CEPILLADO 1 X 4 X 3.20 MTS. (CONCEPCION),FLDSCEP1X4320CONCE,CHM-FLDSCEP1X4320CONCE,PEND-FLDSCEP1X4320CONCE,1794.8508,,,unidad,unidad,1.0,0,General,Otros,,,
DIMENSIONADO SECO CEPILLADO 1 X 5 X 3.20 MTS. (CONCEPCION),FLDSCEP1X5320CONCE,CHM-FLDSCEP1X5320CONCE,PEND-FLDSCEP1X5320CONCE,2243.55848,,,unidad,unidad,1.0,0,General,Otros,,,
DIMENSIONADO SECO CEPILLADO 1 X 6 X 3.20 MTS. (CONCEPCION),FLDSCEP1X6320CONCE,CHM-FLDSCEP1X6320CONCE,PEND-FLDSCEP1X6320CONCE,2876.41984,,,unidad,unidad,1.0,0,General,Otros,,,
DIMENSIONADO SECO CEPILLADO 1 X 8 X 3.20 MTS. (CONCEPCION),FLDSCEP1X8320CONCE,CHM-FLDSCEP1X8320CONCE,PEND-FLDSCEP1X8320CONCE,3991.29156,,,unidad,unidad,1.0,0,General,Otros,,,
DIMENSIONADO SECO CEPILLADO 2 X 3 X 3.20 MTS. (CONCEPCION),FLDSCEP2X3320CONCE,CHM-FLDSCEP2X3320CONCE,PEND-FLDSCEP2X3320CONCE,2876.41984,,,unidad,unidad,1.0,0,General,Otros,,,
DIMENSIONADO SECO CEPILLADO 2 X 4 X 3.20 MTS. (CONCEPCION),FLDSCEP2X4320CONCE,CHM-FLDSCEP2X4320CONCE,PEND-FLDSCEP2X4320CONCE,3835.21976,,,unidad,unidad,1.0,0,General,Otros,,,
DIMENSIONADO SECO CEPILLADO 2 X 5 X 3.20 MTS. (CONCEPCION),FLDSCEP2X5320CONCE,CHM-FLDSCEP2X5320CONCE,PEND-FLDSCEP2X5320CONCE,4487.116959999999,,,unidad,unidad,1.0,0,General,Otros,,,
DIMENSIONADO SECO CEPILLADO 2 X 6 X 3.20 MTS. (CONCEPCION),FLDSCEP2X6320CONCE,CHM-FLDSCEP2X6320CONCE,PEND-FLDSCEP2X6320CONCE,5752.82964,,,unidad,unidad,1.0,0,General,Otros,,,
"PINO VERDE TAPA 1 X 4 X 3,20 MTS. (CONCEPCION)",FLT1X4320CONCE,CHM-FLT1X4320CONCE,PEND-FLT1X4320CONCE,1032.54372,,,unidad,unidad,1.0,0,General,Otros,,,
"PINO VERDE TAPA 1 X 4 X 3,20MTS (PLANTA)",FLT1X4320PLAN,CHM-FLT1X4320PLAN,PEND-FLT1X4320PLAN,1032.112,,,UNIDAD,UNIDAD,1.0,0,General,Otros,,,
"MALLA HEXAG. 3/4´´ X 1,20 X 50 MT.",FMH07512R,CHM-FMH07512R,PEND-FMH07512R,36208.256,,,ROLLO,ROLLO,1.0,0,General,Otros,,,
FORMON AZUL POR UNIDAD 1,FMZ001,CHM-FMZ001,PEND-FMZ001,4039.092,,,unidad,unidad,1.0,0,General,Otros,,,
FORMON AZUL POR UNIDAD 3/4,FMZ304,CHM-FMZ304,PEND-FMZ304,2913.4272800000003,,,un,un,1.0,0,General,Otros,,,
FORMON AZUL POR UNIDAD 5/8,FMZ508,CHM-FMZ508,PEND-FMZ508,3425.71828,,,un,un,1.0,0,General,Otros,,,
INTERRUPTOR TERMOMAGNETICO UNIPOLAR 10A - 6KA,FN81CEW10,CHM-FN81CEW10,PEND-FN81CEW10,1613.428,,,UNIDAD,UNIDAD,1.0,0,Electricidad,Cables y Accesorios,,,
INTERRUPTOR TERMOMAGNETICO UNIPOLAR 16A - 6KA,FN81CEW16,CHM-FN81CEW16,PEND-FN81CEW16,1613.428,,,UNIDAD,UNIDAD,1.0,0,Electricidad,Cables y Accesorios,,,
BT/INT TERMOMAGT 1X20A-6KA,FN81CEW20,CHM-FN81CEW20,PEND-FN81CEW20,1613.428,,,UNIDAD,UNIDAD,1.0,0,General,Otros,,,
FLAPPER CON CADENA PLÂSTICA (BLISTER),FPER,CHM-FPER,PEND-FPER,621.978,,,unidad,unidad,1.0,0,General,Otros,,,
"ALAMBRE DE PUAS 14 X 100 MTS ROLLO 7,2 KG",FPU14100R,CHM-FPU14100R,PEND-FPU14100R,10597.22,,,ROLLO,ROLLO,1.0,0,Electricidad,Cables y Accesorios,,,
"FRAGUE BLANCO, FORMATO 1 KG",FR001-01 CJ RM,CHM-FR001-01-CJ-RM,PEND-FR001-01-CJ-RM,6596.28,,,cj,cj,1.0,0,General,Otros,,,
"FRAGUE BLANCO, FORMATO 1 KG ( 10 UNIDADES )",FR001-01_CJ,CHM-FR001-01_CJ,PEND-FR001-01_CJ,6505.92,,,cj,cj,1.0,0,General,Otros,,,
"FRAGUE GREY, FORMATO 1 KG",FR002-01 CJ RM,CHM-FR002-01-CJ-RM,PEND-FR002-01-CJ-RM,6596.28,,,cj,cj,1.0,0,General,Otros,,,
"FRAGUE GREY, FORMATO 1 KG ( 10 UNIDADES )",FR002-01_CJ,CHM-FR002-01_CJ,PEND-FR002-01_CJ,6505.92,,,cj,cj,1.0,0,General,Otros,,,
"FRAGUE NEGRO, FORMATO 1 KG",FR003-01 CJ RM,CHM-FR003-01-CJ-RM,PEND-FR003-01-CJ-RM,6596.28,,,cj,cj,1.0,0,General,Otros,,,
"FRAGUE NEGRO, FORMATO 1 KG ( 10 UNIDADES )",FR003-01_CJ,CHM-FR003-01_CJ,PEND-FR003-01_CJ,6505.92,,,cj,cj,1.0,0,General,Otros,,,
"FRAGUE ALMOND, FORMATO 1 KG ( 10 UNIDADES )",FR004-01_CJ,CHM-FR004-01_CJ,PEND-FR004-01_CJ,6505.92,,,cj,cj,1.0,0,General,Otros,,,
"FRAGUE BONE, FORMATO 1 KG ( 10 UNIDADES )",FR005-01_CJ,CHM-FR005-01_CJ,PEND-FR005-01_CJ,6505.92,,,cj,cj,1.0,0,General,Otros,,,
"FRAGUE QUILICURA, FORMATO 1 KG ( 10 UNIDADES )",FR006-01_CJ,CHM-FR006-01_CJ,PEND-FR006-01_CJ,6505.92,,,cj,cj,1.0,0,General,Otros,,,
"FRAGUE CAFE OSCURO, FORMATO 1 KG",FR007-01 CJ RM,CHM-FR007-01-CJ-RM,PEND-FR007-01-CJ-RM,6596.28,,,cj,cj,1.0,0,General,Otros,,,
"FRAGUE CAFE OSCURO, FORMATO 1 KG ( 10 UNIDADES )",FR007-01_CJ,CHM-FR007-01_CJ,PEND-FR007-01_CJ,6505.92,,,cj,cj,1.0,0,General,Otros,,,
"FRAGUE MENDOZA, FORMATO 1 KG",FR008-01 CJ RM,CHM-FR008-01-CJ-RM,PEND-FR008-01-CJ-RM,6596.28,,,cj,cj,1.0,0,General,Otros,,,
"FRAGUE MENDOZA, FORMATO 1 KG ( 10 UNIDADES )",FR008-01_CJ,CHM-FR008-01_CJ,PEND-FR008-01_CJ,6505.92,,,cj,cj,1.0,0,General,Otros,,,
"FRAGUE HELECHO, FORMATO 1 KG ( 10 UNIDADES )",FR009-01_CJ,CHM-FR009-01_CJ,PEND-FR009-01_CJ,6505.92,,,cj,cj,1.0,0,General,Otros,,,
"FRAGUE CAFE CLARO, FORMATO 1 KG",FR010-01 CJ RM,CHM-FR010-01-CJ-RM,PEND-FR010-01-CJ-RM,6596.28,,,cj,cj,1.0,0,General,Otros,,,
"FRAGUE CAFE CLARO, FORMATO 1 KG ( 10 UNIDADES )",FR010-01_CJ,CHM-FR010-01_CJ,PEND-FR010-01_CJ,6505.92,,,cj,cj,1.0,0,General,Otros,,,
REMACHE HOJALATERO ZN POP CIEGO DOM M 4.0 X 10.0 (100 UNIDADES),FRAI-100,CHM-FRAI-100,PEND-FRAI-100,1288.0818000000002,,,ciento,ciento,1.0,0,Ferreteria,Fijaciones,,,
REMACHE HOJALATERO ZN POP CIEGO DOM M 4.0 X 15.0 (100 UNIDADES),FRAK-100,CHM-FRAK-100,PEND-FRAK-100,1708.96864,,,ciento,ciento,1.0,0,Ferreteria,Fijaciones,,,
FOSA SEPTICA HORIZONTAL 1200 LTS MONOBLOCK POLIETILENO,FSH1200,CHM-FSH1200,PEND-FSH1200,145939.432,,,Unidad,Unidad,1.0,0,General,Otros,,,
FOSA SEPTICA HORIZONTAL 2000 LTS MONOBLOCK POLIETILENO,FSH2000,CHM-FSH2000,PEND-FSH2000,283253.64056,,,unidad,unidad,1.0,0,General,Otros,,,
FOSA SEPTICA HORIZONTAL 2500 LTS MONOBLOCK POLIETILENO,FSH2500,CHM-FSH2500,PEND-FSH2500,330209.85712,,,unidad,unidad,1.0,0,General,Otros,,,
FOSA SEPTICA HORIZONTAL 3250 LTS MONOBLOCK POLIETILENO,FSH3250,CHM-FSH3250,PEND-FSH3250,433225.72892,,,unidad,unidad,1.0,0,General,Otros,,,
TORNILLO CAB LENTEJA PTA BROCA Nº 8 X 1,FTAA-100,CHM-FTAA-100,PEND-FTAA-100,956.85216,,,ciento,ciento,1.0,0,Ferreteria,Fijaciones,,,
TORNILLO CAB LENTEJA PTA BROCA Nº 8 X 1/2,FTAB-100,CHM-FTAB-100,PEND-FTAB-100,603.38392,,,ciento,ciento,1.0,0,Ferreteria,Fijaciones,,,
TORNILLO CAB LENTEJA PTA BROCA Nº 8 X 3/4,FTAC-100,CHM-FTAC-100,PEND-FTAC-100,864.66488,,,ciento,ciento,1.0,0,Ferreteria,Fijaciones,,,
TORNILLO CAB LENTEJA PTA BROCA Nº 8 X 1.1/4,FTAD-100,CHM-FTAD-100,PEND-FTAD-100,1319.6576,,,ciento,ciento,1.0,0,Ferreteria,Fijaciones,,,
TORNILLO CAB LENTEJA PTA FINA ZN Nº 8 X 1,FTAE-100,CHM-FTAE-100,PEND-FTAE-100,833.91236,,,ciento,ciento,1.0,0,Ferreteria,Fijaciones,,,
TORNILLO CAB LENTEJA PTA FINA ZN Nº 8 X 3/4,FTAG-100,CHM-FTAG-100,PEND-FTAG-100,741.68492,,,ciento,ciento,1.0,0,Ferreteria,Fijaciones,,,
"TOR DRYWALL ROSCA MAD CRS ZN 8 X 3""",FTAH-100,CHM-FTAH-100,PEND-FTAH-100,2149.90536,,,bolsa,bolsa,1.0,0,General,Otros,,,
TORNILLO DRYWALL ROSCA MAD CRS ZN 8 X 21/2,FTAI-100,CHM-FTAI-100,PEND-FTAI-100,1838.00272,,,bolsa,bolsa,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO DRYWALL ROS MAD CRS VOLC ZN 6 X 1""",FTAJ-100,CHM-FTAJ-100,PEND-FTAJ-100,515.41344,,,caja,caja,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO DRYWALL ROS MAD CRS VOLC ZN 6 X 2""",FTAK-100,CHM-FTAK-100,PEND-FTAK-100,1139.56008,,,caja,caja,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO DRYWALL ROS MAD CRS VOLC ZN 6 X 1 1/4""",FTAL-100,CHM-FTAL-100,PEND-FTAL-100,651.48556,,,caja,caja,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO DRYWALL ROS MAD CRS VOLC ZN 6 X 1 5/8""",FTAM-100,CHM-FTAM-100,PEND-FTAM-100,832.9184,,,caja,caja,1.0,0,Ferreteria,Fijaciones,,,
TOR. AVELLANANTE FIBROCEMENTO10 X 1.1/4    (CAJA 100 UNIDADES),FTAW-100,CHM-FTAW-100,PEND-FTAW-100,1649.74268,,,caja,caja,1.0,0,Construccion,Materiales,,,
"TOR HEX PTA ESPAD LAT MAD C/G ±10-12X1"" CJ100",FTBH-100,CHM-FTBH-100,PEND-FTBH-100,3119.85972,,,caja,caja,1.0,0,General,Otros,,,
"TOR HEX PTA ESPAD LAT MAD C/G ±10-12X2"" CJ100",FTBI-100,CHM-FTBI-100,PEND-FTBI-100,3704.31824,,,caja,caja,1.0,0,General,Otros,,,
"TOR HEX PTA ESPAD LAT MAD C/G ±10-12X3"" CJ100",FTBJ-100,CHM-FTBJ-100,PEND-FTBJ-100,5481.4886,,,caja,caja,1.0,0,General,Otros,,,
TOR HEX PTA ESPAD LAT MAD C/G ±10-12X11/2 CJ100,FTBK-100,CHM-FTBK-100,PEND-FTBK-100,3506.2491200000004,,,caja,caja,1.0,0,General,Otros,,,
TOR HEX PTA ESPAD LAT MAD C/G ±10-12X21/2 100,FTBL-100,CHM-FTBL-100,PEND-FTBL-100,5199.17384,,,caja,caja,1.0,0,General,Otros,,,
TORNILLO DRYWALL ROS MAD CRS VOLC ZN 8 X 4 (200 UND),FTDG-200,CHM-FTDG-200,PEND-FTDG-200,4760.466,,,caja,caja,1.0,0,Ferreteria,Fijaciones,,,
TORNILLO CAB LENTEJA PTA BROCA ±8X 1.5/8,FTDI-100,CHM-FTDI-100,PEND-FTDI-100,1869.8496,,,caja,caja,1.0,0,Ferreteria,Fijaciones,,,
TOR HEX TAP FAST C/G ±10-12X2 (100 UNID),FTDL-100,CHM-FTDL-100,PEND-FTDL-100,3704.76,,,caja,caja,1.0,0,General,Otros,,,
TOR HEX TAP FAST C/G ±10-12X3 (100 UNID),FTDM-100,CHM-FTDM-100,PEND-FTDM-100,4894.5,,,caja,caja,1.0,0,General,Otros,,,
TOR HEX TAP FAST C/G ±10-12X11/2 (100 UNID),FTDO-100,CHM-FTDO-100,PEND-FTDO-100,3130.58244,,,caja,caja,1.0,0,General,Otros,,,
TOR HEX TAP FAST C/G ±10-12X2 1/2 (100 UNID),FTDP-100,CHM-FTDP-100,PEND-FTDP-100,4642.496,,,caja,caja,1.0,0,General,Otros,,,
TORNILLO MULTIUSO O TURBO 6.0 X 80,FTHF-144,CHM-FTHF-144,PEND-FTHF-144,17128.50104,,,gruesa,gruesa,1.0,0,Ferreteria,Fijaciones,,,
TORNILLO MULTIUSO O TURBO 6.0 X 100,FTHG-144,CHM-FTHG-144,PEND-FTHG-144,20585.4638,,,gruesa,gruesa,1.0,0,Ferreteria,Fijaciones,,,
TORNILLO MULTIUSO O TURBO 6.0 X 120,FTHH-144,CHM-FTHH-144,PEND-FTHH-144,26002.927320000003,,,gruesa,gruesa,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO ROSCALATA (TIPO AB, BIND, CAB PAN) #6 X 1"" (100 UNIDADES)",FTIE-100,CHM-FTIE-100,PEND-FTIE-100,752.5482,,,ciento,ciento,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO ROSCALATA (TIPO AB, BIND, CAB PAN) #6 X 2"" (100 UNIDADES)",FTIF-100,CHM-FTIF-100,PEND-FTIF-100,1514.56412,,,ciento,ciento,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO ROSCALATA (TIPO AB, BIND, CAB PAN) #6 X 1 1/2"" (100 UNIDADES)",FTIG-100,CHM-FTIG-100,PEND-FTIG-100,1207.52084,,,ciento,ciento,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO ROSCALATA (TIPO AB, BIND, CAB PAN) #8 X 1 1/2"" (100 UNIDADES)",FTIP-100,CHM-FTIP-100,PEND-FTIP-100,1831.78796,,,ciento,ciento,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO ROSCALATA (TIPO AB, BIND, CAB PAN) #8 X 3/4"" (100 UNIDADES)",FTIS-100,CHM-FTIS-100,PEND-FTIS-100,960.7276,,,ciento,ciento,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO ROSCALATA (TIPO AB, BIND, CAB PAN) #10 X 1 1/2"" (100 UNIDADES)",FTIY-100,CHM-FTIY-100,PEND-FTIY-100,2495.72312,,,ciento,ciento,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO SELLADOR AUTOROSCAN C/G/G #12 X 1"" (100 UNIDADES)",FTKC-100,CHM-FTKC-100,PEND-FTKC-100,2040.81072,,,ciento,ciento,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO SELLADOR AUTOROSCAN C/G/G #12 X 2"" (100 UNIDADES)",FTKD-100,CHM-FTKD-100,PEND-FTKD-100,3361.42212,,,ciento,ciento,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO SELLADOR AUTOROSCAN C/G/G #12 X 1 1/2"" (100 UNIDADES)",FTKF-100,CHM-FTKF-100,PEND-FTKF-100,3085.18156,,,ciento,ciento,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO SELLADOR AUTOROSCAN C/G/G #12 X 1 1/4"" (100 UNIDADES)",FTKG-100,CHM-FTKG-100,PEND-FTKG-100,2676.45316,,,ciento,ciento,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO SELLADOR AUTOROSCAN C/G/G #12 X 3/4"" (100 UNIDADES)",FTKI-100,CHM-FTKI-100,PEND-FTKI-100,2002.75912,,,ciento,ciento,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO TIRAFONDO CAB HEX TN 1/4 X 2"" (100 UNIDADES)",FTNZ-100,CHM-FTNZ-100,PEND-FTNZ-100,4088.31812,,,ciento,ciento,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO TIRAFONDO CAB HEX TN 1/4 X 3"" (100 UNIDADES)",FTOA-100,CHM-FTOA-100,PEND-FTOA-100,5412.65436,,,ciento,ciento,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO TIRAFONDO CAB HEX TN 1/4 X 4"" (100 UNIDADES)",FTOB-100,CHM-FTOB-100,PEND-FTOB-100,9251.4584,,,ciento,ciento,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO TIRAFONDO CAB HEX TN 1/4 X 5"" (100 UNIDADES)",FTOC-100,CHM-FTOC-100,PEND-FTOC-100,11013.31776,,,ciento,ciento,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO TIRAFONDO CAB HEX TN 1/4 X 1 1/2"" (100 UNIDADES)",FTOD-100,CHM-FTOD-100,PEND-FTOD-100,3255.91176,,,ciento,ciento,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO VOLCANITA PTA BROCA AP ZN #6 X 1"" (100 UNIDADES)",FTQA-100,CHM-FTQA-100,PEND-FTQA-100,613.18296,,,ciento,ciento,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO VOLCANITA PTA BROCA AP ZN #6 X 1 5/8"" (100 UNIDADES)",FTQC-100,CHM-FTQC-100,PEND-FTQC-100,932.99712,,,ciento,ciento,1.0,0,Ferreteria,Fijaciones,,,
"TORNILLO VOLCANITA PTA BROCA AP ZN #6-18 X 1 1/4"" (100 UNIDADES)",FTQD-100,CHM-FTQD-100,PEND-FTQD-100,729.908,,,ciento,ciento,1.0,0,Ferreteria,Fijaciones,,,
TARUGO PLASTICO N° 5 1000 UNIDADES,FUAL-110,CHM-FUAL-110,PEND-FUAL-110,4656.9335200000005,,,caja,caja,1.0,0,General,Otros,,,
TARUGO PLASTICO N° 6 1000 UNIDADES,FUAM-110,CHM-FUAM-110,PEND-FUAM-110,6815.754400000001,,,caja,caja,1.0,0,General,Otros,,,
TARUGO PLASTICO N° 8 1000 UNIDADES,FUAN-110,CHM-FUAN-110,PEND-FUAN-110,13027.18112,,,caja,caja,1.0,0,General,Otros,,,
TARUGO PLASTICO N° 10 1000 UNIDADES,FUAO-110,CHM-FUAO-110,PEND-FUAO-110,17775.699520000002,,,caja,caja,1.0,0,General,Otros,,,
TARUGO PALOMA TARUGO PALOMA 500 UNIDADES,FUAQ-500,CHM-FUAQ-500,PEND-FUAQ-500,9455.40092,,,bolsa,bolsa,1.0,0,General,Otros,,,
"FLEXIBLE PARA MONOMANDOS Y MONOBLOCK 30CM.HI 1/2""X HE M10X1 (FAS)",FX6,CHM-FX6,PEND-FX6,2600.36,,,unidad,unidad,1.0,0,General,Otros,,,
MANGUERA AIRE 50FT TAIWAN,G10,CHM-G10,PEND-G10,14667.436,,,unidad,unidad,1.0,0,General,Otros,,,
POSTON GAMO 4.5 MATCH 100UD CAJA,G503-K0000,CHM-G503-K0000,PEND-G503-K0000,961.832,,,cajita,cajita,1.0,0,General,Otros,,,
GATA HIDRAULICA UYUSTOOLS PESADA 2T,GAB202,CHM-GAB202,PEND-GAB202,19857.112,,,unidad,unidad,1.0,0,General,Otros,,,
GATA HIDRAULICA UYUSTOOLS PESADA 4T,GAB204,CHM-GAB204,PEND-GAB204,25398.188,,,unidad,unidad,1.0,0,General,Otros,,,
ALAMBRE GALVANIZADO BWG 18X50KG,GB000124100001,CHM-GB000124100001,PEND-GB000124100001,124375.52,,,rollo,rollo,1.0,0,Electricidad,Cables y Accesorios,,,
"ALAMBRE GALVANIZADO CTE 1,24 BWG 18 (1KG) ( CAJA 20 ROLLOS )",GB000124100010,CHM-GB000124100010,PEND-GB000124100010,82503.7,,,caja,caja,1.0,0,Electricidad,Cables y Accesorios,,,
"ALAMBRE GALVANIZADO CORRIENTE 1,65 MM ROLLO 1 KG (20 ROLLOS DE 1 KG",GB000165100010,CHM-GB000165100010,PEND-GB000165100010,77875.26,,,caja,caja,1.0,0,Electricidad,Cables y Accesorios,,,
ALAMBRE GALVANIZADO BWG 16X50KG,GB000165100012,CHM-GB000165100012,PEND-GB000165100012,117613.58,,,rollo,rollo,1.0,0,Electricidad,Cables y Accesorios,,,
ALAMBRE GALVANIZADO BWG 14X50KG,GB000211100005,CHM-GB000211100005,PEND-GB000211100005,115239.12,,,rollo,rollo,1.0,0,Electricidad,Cables y Accesorios,,,
"ALAMBRE GALVANIZADO CTE 2,11 BWG 14 (1KG) ( CAJA 20 ROLLOS )",GB000211100013,CHM-GB000211100013,PEND-GB000211100013,77378.28,,,caja,caja,1.0,0,Electricidad,Cables y Accesorios,,,
ALAMBRE GALVANIZADO BWG 12 X 50 KG,GB000277060001,CHM-GB000277060001,PEND-GB000277060001,114104.6,,,rollo,rollo,1.0,0,Electricidad,Cables y Accesorios,,,
GANCHO CON OJO 2 TON UYUSTOOLS,GCH02T,CHM-GCH02T,PEND-GCH02T,9449.46728,,,un,un,1.0,0,General,Otros,,,
GEOMEMBRANA 1MM 7.01X100 TM,GEOM1701100TM,CHM-GEOM1701100TM,PEND-GEOM1701100TM,2519.42756,,,m2,m2,1.0,0,General,Otros,,,
GAUGE 15PCS 120UN,GGA015,CHM-GGA015,PEND-GGA015,3706.94872,,,set,set,1.0,0,General,Otros,,,
"GRILLETE 1/2"" UYUSTOOLS",GLT102,CHM-GLT102,PEND-GLT102,5324.6638,,,un,un,1.0,0,General,Otros,,,
"GRILLETE 3/4"" UYUSTOOLS",GLT304,CHM-GLT304,PEND-GLT304,10193.160199999998,,,un,un,1.0,0,General,Otros,,,
GORRO DE LANA CON DOBLEZ BORDADO CHILEMAT,GO-LA-CHMT,CHM-GO-LA-CHMT,PEND-GO-LA-CHMT,1539.132,,,unidad,unidad,1.0,0,General,Otros,,,
